List of cycle segments
Segment	1	chr1	3761287	4064702
Segment	2	chr1	3761287	7510010
Segment	3	chr1	4065948	7510010
Segment	4	chr1	5671175	6984043
Segment	5	chr1	7511466	10422444
Segment	6	chr1	10423707	12944099
Segment	7	chr1	10423707	14110578
Segment	8	chr1	13004400	14110578
Segment	9	chr1	14110160	14110578
Segment	10	chr1	14111798	14112069
Segment	11	chr1	14111798	15455575
Segment	12	chr1	14111798	15825435
Segment	13	chr1	15455785	15475103
Segment	14	chr1	15474987	15825435
Segment	15	chr1	15828944	16049899
Segment	16	chr1	15828944	16534178
Segment	17	chr1	16050043	16059838
Segment	18	chr1	16059762	16534178
Segment	19	chr1	16874163	17349646
Segment	20	chr1	16874163	24832211
Segment	21	chr1	17351278	17868462
Segment	22	chr1	17351278	23924699
Segment	23	chr1	17868799	23924699
Segment	24	chr1	24045600	24832211
Segment	25	chr1	24045600	25269816
Segment	26	chr1	24835017	25269816
Segment	27	chr1	27289818	36267648
Segment	28	chr1	27289818	36269040
Segment	29	chr1	36268083	36269040
Segment	30	chr1	36268083	43593595
Segment	31	chr1	36268905	36269040
Segment	32	chr1	36268905	37967082
Segment	33	chr1	36268905	43594214
Segment	34	chr1	36957555	36960006
Segment	35	chr1	37967135	53128426
Segment	36	chr1	43594217	45703319
Segment	37	chr1	43594217	53128408
Segment	38	chr1	43594217	53128426
Segment	39	chr1	45703476	53128426
Segment	40	chr1	53129276	58278240
Segment	41	chr1	53129931	54626543
Segment	42	chr1	54630293	56328129
Segment	43	chr1	54630293	56329999
Segment	44	chr1	56496101	58278240
Segment	45	chr1	58279187	59582951
Segment	46	chr1	58279187	61617143
Segment	47	chr1	58279187	67542319
Segment	48	chr1	59583989	61617143
Segment	49	chr1	61618029	63239614
Segment	50	chr1	61618029	67542319
Segment	51	chr1	63242490	67542319
Segment	52	chr1	67543162	71197199
Segment	53	chr1	67543162	71204255
Segment	54	chr1	67543162	72300640
Segment	55	chr1	72346156	89010221
Segment	56	chr1	85933091	85933337
Segment	57	chr1	89012941	91668669
Segment	58	chr1	91669374	93822818
Segment	59	chr1	93825700	103321051
Segment	60	chr1	102826317	102827262
Segment	61	chr1	104375168	108952510
Segment	62	chr1	105512938	108952510
Segment	63	chr1	105512938	109644538
Segment	64	chr1	106412081	109644538
Segment	65	chr1	108952235	109644538
Segment	66	chr1	108952235	112292453
Segment	67	chr1	109648757	112292453
Segment	68	chr1	109648757	113256958
Segment	69	chr1	112295087	113068716
Segment	70	chr1	112295087	113256958
Segment	71	chr1	113071155	113256958
Segment	72	chr1	113071155	115686864
Segment	73	chr1	113257468	115686864
Segment	74	chr1	113257468	119981415
Segment	75	chr1	115690219	119981415
Segment	76	chr1	143539584	143739582
Segment	77	chr1	162474438	164039019
Segment	78	chr1	162474438	169035122
Segment	79	chr1	162474438	175231432
Segment	80	chr1	165583392	169035122
Segment	81	chr1	169035991	174827421
Segment	82	chr1	169035991	175231432
Segment	83	chr1	174832706	175231432
Segment	84	chr1	174832706	176509085
Segment	85	chr1	175231680	175232800
Segment	86	chr1	175231680	176509085
Segment	87	chr1	175232625	175232800
Segment	88	chr1	175232625	176509085
Segment	89	chr1	176509637	179008268
Segment	90	chr1	176509637	184845608
Segment	91	chr1	176509637	187495695
Segment	92	chr1	179010616	184845608
Segment	93	chr1	179010616	185040673
Segment	94	chr1	184851732	185040673
Segment	95	chr1	184851732	186857272
Segment	96	chr1	184851732	187495695
Segment	97	chr1	185042604	186857272
Segment	98	chr1	185042604	188570324
Segment	99	chr1	187497347	187746974
Segment	100	chr1	187497490	187497552
Segment	101	chr1	187753401	188570324
Segment	102	chr1	188571098	188571325
Segment	103	chr1	198620758	199469614
Segment	104	chr1	198620758	200098551
Segment	105	chr1	198620758	203925132
Segment	106	chr1	199471105	203918554
Segment	107	chr1	200098423	200098551
Segment	108	chr1	200098423	203925132
Segment	109	chr1	201209581	201211008
Segment	110	chr1	203920817	203925132
Segment	111	chr1	203920817	205940099
Segment	112	chr1	203926777	205940099
Segment	113	chr1	203926777	207119083
Segment	114	chr1	206009100	207119016
Segment	115	chr1	206052562	206058561
Segment	116	chr1	207119001	207119083
Segment	117	chr1	207119850	207533999
Segment	118	chr1	207119850	209761992
Segment	119	chr1	207119884	209761992
Segment	120	chr1	207551100	218009159
Segment	121	chr1	209761662	209762729
Segment	122	chr1	209762744	212297810
Segment	123	chr1	209762744	222558936
Segment	124	chr1	212299274	218009159
Segment	125	chr1	212299274	221860587
Segment	126	chr1	218015252	221860587
Segment	127	chr1	218015252	222200822
Segment	128	chr1	221861230	222558936
Segment	129	chr1	222207197	222558936
Segment	130	chr1	229648360	229676716
Segment	131	chr1	229648360	229870923
Segment	132	chr1	229648360	233826464
Segment	133	chr1	229685089	233826464
Segment	134	chr1	229870988	229996808
Segment	135	chr1	229998131	233826464
Segment	136	chr1	231831310	231831897
Segment	137	chr1	233827866	235373708
Segment	138	chr1	233827866	236116001
Segment	139	chr1	235375136	236385802
Segment	140	chr1	236116601	236385802
Segment	141	chr1	236116601	237402906
Segment	142	chr1	236116601	238530107
Segment	143	chr1	236388029	238530107
Segment	144	chr1	236388029	244472897
Segment	145	chr1	237402803	237402906
Segment	146	chr1	238530142	238538211
Segment	147	chr1	238537890	243619442
Segment	148	chr1	242290464	243619442
Segment	149	chr1	243620461	244472897
Segment	150	chr1	243620461	247687154
Segment	151	chr1	243620461	247888189
Segment	152	chr1	244475593	247888189
Segment	153	chr1	247693230	248946422
Segment	154	chr1	247894336	248946422
Segment	155	chr2	10000	1094188
Segment	156	chr2	10000	1354228
Segment	157	chr2	10000	1524601
Segment	158	chr2	1094956	1354228
Segment	159	chr2	1094956	1524601
Segment	160	chr2	1354729	1524601
Segment	161	chr2	1354729	1530155
Segment	162	chr2	1525239	1530155
Segment	163	chr2	1525239	1595908
Segment	164	chr2	1525239	3671733
Segment	165	chr2	1533027	1595908
Segment	166	chr2	1533027	3240258
Segment	167	chr2	1533027	3295280
Segment	168	chr2	1595774	1597875
Segment	169	chr2	1597756	3240258
Segment	170	chr2	1597756	19376519
Segment	171	chr2	3240977	3295280
Segment	172	chr2	3295969	4733719
Segment	173	chr2	3295969	19406863
Segment	174	chr2	3672553	4733719
Segment	175	chr2	4739764	10012072
Segment	176	chr2	4739764	16225141
Segment	177	chr2	10011496	10013310
Segment	178	chr2	10012291	10015625
Segment	179	chr2	10012901	10015288
Segment	180	chr2	10015285	19376519
Segment	181	chr2	16225124	16225141
Segment	182	chr2	16226496	16226719
Segment	183	chr2	16226496	19406863
Segment	184	chr2	19385731	23475369
Segment	185	chr2	19385731	24464354
Segment	186	chr2	19408710	23475369
Segment	187	chr2	19408710	27326098
Segment	188	chr2	22171090	22179193
Segment	189	chr2	23475403	24464354
Segment	190	chr2	23475403	32385221
Segment	191	chr2	24464912	32385221
Segment	192	chr2	24464912	32605247
Segment	193	chr2	26333430	27332099
Segment	194	chr2	33275252	33539505
Segment	195	chr2	33275252	34298588
Segment	196	chr2	33275252	41746015
Segment	197	chr2	33539601	33540134
Segment	198	chr2	33542944	34298588
Segment	199	chr2	34300651	35750944
Segment	200	chr2	34300651	41746015
Segment	201	chr2	35772206	37120465
Segment	202	chr2	37121263	41011228
Segment	203	chr2	38728121	38745390
Segment	204	chr2	41023153	43431624
Segment	205	chr2	41748725	47880940
Segment	206	chr2	43432193	48763386
Segment	207	chr2	48764031	54338355
Segment	208	chr2	54340336	55203008
Segment	209	chr2	55203533	59396122
Segment	210	chr2	58164000	59396122
