chrom1	pos1	chrom2	pos2	sv_type	read_support	features	orientation	pos1_flanking_coordinate	pos2_flanking_coordinate	homology_length	homology_sequence
7	130640849	7	130703631	duplication-like	7	Complex-non-cyclic	-+	130640850	130703630	None	None
7	130639281	7	130746727	deletion-like	5	Complex-non-cyclic	+-	130639280	130746728	None	None
7	128579655	7	137053759	inversion	16	Complex-non-cyclic	++	128579654	137053758	None	None
7	137133916	7	137630596	deletion-like	18	Complex-non-cyclic	+-	137133915	137630597	None	None
7	136274705	7	138037567	inversion	8	None	++	136274704	138037566	None	None
7	130569051	7	138152916	inversion	17	Complex-non-cyclic	++	130569050	138152915	None	None
7	138296459	7	138297207	deletion-like	13	None	+-	138296458	138297208	None	None
7	138458861	7	138458861	foldback	4	None	++	138458860	138458860	None	None
7	137062693	7	138782567	inversion	6	Complex-non-cyclic	--	137062694	138782568	None	None
7	136859928	7	138791212	deletion-like	9	None	+-	136859927	138791213	None	None
7	138789884	7	138809137	foldback	6	Complex-non-cyclic	++	138789883	138809136	None	None
7	128875373	7	140592431	inversion	11	Complex-non-cyclic	++	128875372	140592430	None	None
7	138091757	7	140749393	inversion	22	Complex-non-cyclic	++	138091756	140749392	None	None
7	142048067	7	142162865	inversion	3	None	++	142048066	142162864	None	None
7	140400369	7	143626840	deletion-like	6	Complex-non-cyclic	+-	140400368	143626841	None	None
7	140402826	7	143662655	duplication-like	7	Complex-non-cyclic	-+	140402827	143662654	None	None
7	137804953	7	143824133	inversion	25	Complex-non-cyclic	--	137804954	143824134	None	None
7	138459743	7	144417244	duplication-like	15	Complex-non-cyclic	-+	138459744	144417243	None	None
7	144273913	7	145470956	inversion	11	Complex-non-cyclic	--	144273914	145470957	None	None
7	141766835	7	145471837	inversion	4	None	++	141766834	145471836	None	None
7	128185212	7	150840761	deletion-like	4	None	+-	128185211	150840762	None	None
7	128579700	7	151976967	inversion	8	Complex-non-cyclic	--	128579701	151976968	None	None
7	150837477	7	155620125	inversion	13	None	++	150837476	155620124	None	None
7	136975230	7	156481427	inversion	14	Complex-non-cyclic	--	136975231	156481428	None	None
7	136471513	7	156513194	duplication-like	17	Complex-non-cyclic	-+	136471514	156513193	None	None
7	155575015	7	158899113	deletion-like	6	None	+-	155575014	158899114	None	None
7	149289209	7	158934616	deletion-like	6	Complex-non-cyclic	+-	149289208	158934617	None	None
7	145468930	7	158991091	inversion	10	None	++	145468929	158991090	None	None
