List of cycle segments
Segment	1	1	220740949	221778284
Segment	2	1	220831778	220836276
Segment	3	1	220940400	220969968
Segment	4	1	220940400	221026629
Segment	5	1	220973827	221026629
Segment	6	1	221056007	221101826
Segment	7	1	221088744	221142225
Segment	8	1	221335044	221681742
Segment	9	1	221415245	221594338
Segment	10	1	221597139	221681742
Segment	11	1	221704200	221878947
Segment	12	1	221708049	221774187
Segment	13	1	221773969	221774187
Segment	14	1	245924570	245930440
Segment	15	1	245924570	245945217
Segment	16	2	41586065	41606713
Segment	17	3	140501228	140521875
Segment	18	3	142940587	143269514
Segment	19	3	142956664	143269514
Segment	20	3	143868145	144506594
Segment	21	3	143868349	144166009
Segment	22	3	144109945	144506594
Segment	23	3	144165535	144166009
Segment	24	3	147398742	147540519
Segment	25	3	147398742	147540941
Segment	26	3	147540520	147540941
Segment	27	3	155944341	156530021
Segment	28	3	155964000	156092171
Segment	29	3	156093685	156530021
Segment	30	4	6919226	6989874
Segment	31	4	6919226	7089874
Segment	32	4	20842570	21161008
Segment	33	4	20842570	21213807
Segment	34	4	20899646	21163499
Segment	35	4	21167091	21595194
Segment	36	4	21192004	21606899
Segment	37	4	21192004	21694964
Segment	38	4	21346938	21694964
Segment	39	4	36822649	37168191
Segment	40	4	36839804	36873506
Segment	41	4	36923535	37064699
Segment	42	4	36973202	37064699
Segment	43	5	3669045	3689693
Segment	44	5	175232200	175555499
Segment	45	5	175331700	176387586
Segment	46	5	175650300	177952091
Segment	47	5	176128706	176373299
Segment	48	5	176128706	176387586
Segment	49	5	176315400	176370637
Segment	50	5	176390179	178118309
Segment	51	5	176390179	180569237
Segment	52	5	177952709	178118309
Segment	53	5	178119243	178322032
Segment	54	5	178119243	178700600
Segment	55	5	178316383	178322032
Segment	56	5	178386999	179196715
Segment	57	5	178389000	180042558
Segment	58	5	178424017	180569237
Segment	59	5	178715573	178828177
Segment	60	5	179282400	180069343
Segment	61	5	179819311	180569237
Segment	62	5	179942414	180017099
Segment	63	5	179948100	180725099
Segment	64	5	180043093	180160661
Segment	65	5	180090542	180169356
Segment	66	5	180092100	180160661
Segment	67	5	180154509	180569237
Segment	68	5	180160714	180819904
Segment	69	5	180569972	180725099
Segment	70	5	180569972	180819904
Segment	71	8	261247	556250
Segment	72	8	544086	556250
Segment	73	8	544086	560665
Segment	74	8	544086	626853
